"continent","country","state","total_arrivals"
"Africa","Algeria","Johor",738
"Africa","Algeria","Kedah",114
"Africa","Algeria","Kelantan",5
"Africa","Algeria","Melaka",1
"Africa","Algeria","Perak",3
"Africa","Algeria","Perlis",24
"Africa","Algeria","Pulau Pinang",58
"Africa","Algeria","Sabah",33
"Africa","Algeria","Sarawak",72
"Africa","Algeria","Selangor",16715
"Africa","Algeria","W.P. Labuan",1
"Africa","Angola","Johor",7
"Africa","Angola","Kedah",3
"Africa","Angola","Sabah",1
"Africa","Angola","Selangor",124
"Africa","Benin","Johor",19
"Africa","Benin","Kedah",6
"Africa","Benin","Perak",3
"Africa","Benin","Pulau Pinang",2
"Africa","Benin","Sabah",5
"Africa","Benin","Sarawak",3
"Africa","Benin","Selangor",203
"Africa","Botswana","Johor",39
"Africa","Botswana","Kedah",11
"Africa","Botswana","Perlis",1
"Africa","Botswana","Pulau Pinang",4
"Africa","Botswana","Sabah",1
"Africa","Botswana","Sarawak",5
"Africa","Botswana","Selangor",357
"Africa","Burkina Faso","Johor",2
"Africa","Burkina Faso","Perak",1
"Africa","Burkina Faso","Pulau Pinang",5
"Africa","Burkina Faso","Selangor",141
"Africa","Burundi","Pulau Pinang",2
"Africa","Burundi","Sarawak",1
"Africa","Burundi","Selangor",126
"Africa","Cameroon","Johor",41
"Africa","Cameroon","Kedah",8
"Africa","Cameroon","Pulau Pinang",15
"Africa","Cameroon","Sabah",5
"Africa","Cameroon","Sarawak",6
"Africa","Cameroon","Selangor",584
"Africa","Cape Verde","Johor",7
"Africa","Cape Verde","Kedah",2
"Africa","Cape Verde","Pulau Pinang",1
"Africa","Cape Verde","Sabah",1
"Africa","Cape Verde","Selangor",55
"Africa","Central African Republic","Kedah",1
"Africa","Central African Republic","Selangor",11
"Africa","Chad","Johor",54
"Africa","Chad","Kedah",3
"Africa","Chad","Perlis",3
"Africa","Chad","Selangor",507
"Africa","Comoros","Johor",20
"Africa","Comoros","Kedah",4
"Africa","Comoros","Selangor",404
"Africa","Cote dIvoire","Johor",23
"Africa","Cote dIvoire","Kedah",3
"Africa","Cote dIvoire","Pulau Pinang",4
"Africa","Cote dIvoire","Sabah",1
"Africa","Cote dIvoire","Sarawak",1
"Africa","Cote dIvoire","Selangor",527
"Africa","DR Congo","Johor",23
"Africa","DR Congo","Pulau Pinang",1
"Africa","DR Congo","Sarawak",2
"Africa","DR Congo","Selangor",261
"Africa","Democratic Republic of the Congo","Selangor",7
"Africa","Djibouti","Johor",4
"Africa","Djibouti","Selangor",350
"Africa","Egypt","Johor",4473
"Africa","Egypt","Kedah",167
"Africa","Egypt","Kelantan",32
"Africa","Egypt","Melaka",7
"Africa","Egypt","Pahang",2
"Africa","Egypt","Perak",8
"Africa","Egypt","Perlis",23
"Africa","Egypt","Pulau Pinang",202
"Africa","Egypt","Sabah",99
"Africa","Egypt","Sarawak",2139
"Africa","Egypt","Selangor",41074
"Africa","Egypt","Terengganu",2
"Africa","Egypt","W.P. Labuan",13
"Africa","Equatorial Guinea","Johor",2
"Africa","Equatorial Guinea","Selangor",46
"Africa","Eritrea","Johor",9
"Africa","Eritrea","Pulau Pinang",2
"Africa","Eritrea","Sabah",2
"Africa","Eritrea","Selangor",397
"Africa","Ethiopia ","Johor",51
"Africa","Ethiopia ","Kedah",1
"Africa","Ethiopia ","Pulau Pinang",6
"Africa","Ethiopia ","Sabah",1
"Africa","Ethiopia ","Sarawak",8
"Africa","Ethiopia ","Selangor",863
"Africa","Gabon","Johor",33
"Africa","Gabon","Pulau Pinang",1
"Africa","Gabon","Sarawak",1
"Africa","Gabon","Selangor",191
"Africa","Gambia","Johor",65
"Africa","Gambia","Kedah",1
"Africa","Gambia","Kelantan",2
"Africa","Gambia","Pulau Pinang",5
"Africa","Gambia","Sabah",4
"Africa","Gambia","Sarawak",3
"Africa","Gambia","Selangor",593
"Africa","Ghana","Johor",179
"Africa","Ghana","Kedah",13
"Africa","Ghana","Kelantan",2
"Africa","Ghana","Perlis",2
"Africa","Ghana","Pulau Pinang",21
"Africa","Ghana","Sabah",7
"Africa","Ghana","Sarawak",13
"Africa","Ghana","Selangor",1634
"Africa","Guinea","Johor",114
"Africa","Guinea","Kedah",9
"Africa","Guinea","Kelantan",7
"Africa","Guinea","Perlis",9
"Africa","Guinea","Pulau Pinang",2
"Africa","Guinea","Sabah",3
"Africa","Guinea","Sarawak",4
"Africa","Guinea","Selangor",1222
"Africa","Guinea-Bissau","Johor",9
"Africa","Guinea-Bissau","Selangor",11
"Africa","Kenya","Johor",1488
"Africa","Kenya","Kedah",83
"Africa","Kenya","Kelantan",2
"Africa","Kenya","Perak",2
"Africa","Kenya","Perlis",12
"Africa","Kenya","Pulau Pinang",75
"Africa","Kenya","Sabah",27
"Africa","Kenya","Sarawak",39
"Africa","Kenya","Selangor",8408
"Africa","Lesotho","Johor",8
"Africa","Lesotho","Kedah",1
"Africa","Lesotho","Pulau Pinang",1
"Africa","Lesotho","Sarawak",1
"Africa","Lesotho","Selangor",119
"Africa","Liberia","Johor",34
"Africa","Liberia","Kedah",2
"Africa","Liberia","Sabah",1
"Africa","Liberia","Sarawak",2
"Africa","Liberia","Selangor",200
"Africa","Libya","Johor",90
"Africa","Libya","Kedah",13
"Africa","Libya","Perlis",2
"Africa","Libya","Pulau Pinang",33
"Africa","Libya","Sabah",12
"Africa","Libya","Sarawak",55
"Africa","Libya","Selangor",9312
"Africa","Madagascar","Johor",205
"Africa","Madagascar","Kedah",20
"Africa","Madagascar","Perak",2
"Africa","Madagascar","Perlis",1
"Africa","Madagascar","Pulau Pinang",15
"Africa","Madagascar","Sabah",5
"Africa","Madagascar","Sarawak",1
"Africa","Madagascar","Selangor",1262
"Africa","Malawi","Johor",29
"Africa","Malawi","Pulau Pinang",4
"Africa","Malawi","Sabah",2
"Africa","Malawi","Sarawak",6
"Africa","Malawi","Selangor",488
"Africa","Mali","Johor",46
"Africa","Mali","Sabah",1
"Africa","Mali","Selangor",214
"Africa","Mauritania","Johor",44
"Africa","Mauritania","Kedah",3
"Africa","Mauritania","Pulau Pinang",1
"Africa","Mauritania","Sabah",1
"Africa","Mauritania","Sarawak",6
"Africa","Mauritania","Selangor",535
"Africa","Mauritius","Johor",3532
"Africa","Mauritius","Kedah",108
"Africa","Mauritius","Kelantan",2
"Africa","Mauritius","Pahang",2
"Africa","Mauritius","Perak",23
"Africa","Mauritius","Perlis",28
"Africa","Mauritius","Pulau Pinang",165
"Africa","Mauritius","Sabah",26
"Africa","Mauritius","Sarawak",20
"Africa","Mauritius","Selangor",27691
"Africa","Mayotte","Selangor",2
"Africa","Morocco","Johor",1684
"Africa","Morocco","Kedah",181
"Africa","Morocco","Kelantan",22
"Africa","Morocco","Melaka",2
"Africa","Morocco","Pahang",4
"Africa","Morocco","Perak",4
"Africa","Morocco","Perlis",45
"Africa","Morocco","Pulau Pinang",206
"Africa","Morocco","Sabah",54
"Africa","Morocco","Sarawak",118
"Africa","Morocco","Selangor",18843
"Africa","Morocco","W.P. Labuan",5
"Africa","Mozambique","Johor",16
"Africa","Mozambique","Kedah",14
"Africa","Mozambique","Perak",1
"Africa","Mozambique","Pulau Pinang",6
"Africa","Mozambique","Sabah",1
"Africa","Mozambique","Sarawak",3
"Africa","Mozambique","Selangor",669
"Africa","Namibia","Johor",52
"Africa","Namibia","Kedah",5
"Africa","Namibia","Perak",7
"Africa","Namibia","Perlis",3
"Africa","Namibia","Pulau Pinang",7
"Africa","Namibia","Sabah",2
"Africa","Namibia","Sarawak",3
"Africa","Namibia","Selangor",445
"Africa","Niger","Johor",3
"Africa","Niger","Sabah",1
"Africa","Niger","Selangor",69
"Africa","Nigeria","Johor",643
"Africa","Nigeria","Kedah",26
"Africa","Nigeria","Perlis",3
"Africa","Nigeria","Pulau Pinang",73
"Africa","Nigeria","Sabah",7
"Africa","Nigeria","Sarawak",173
"Africa","Nigeria","Selangor",11736
"Africa","Republic of the Congo","Johor",1
"Africa","Republic of the Congo","Kedah",1
"Africa","Republic of the Congo","Selangor",77
"Africa","Reunion","Johor",1
"Africa","Reunion","Sarawak",1
"Africa","Rwanda","Johor",19
"Africa","Rwanda","Kedah",2
"Africa","Rwanda","Pulau Pinang",5
"Africa","Rwanda","Selangor",213
"Africa","Saint Helena","Sarawak",1
"Africa","Sao Tome and Principe","Selangor",43
"Africa","Senegal","Johor",120
"Africa","Senegal","Kedah",10
"Africa","Senegal","Kelantan",1
"Africa","Senegal","Perak",1
"Africa","Senegal","Perlis",1
"Africa","Senegal","Pulau Pinang",8
"Africa","Senegal","Sabah",2
"Africa","Senegal","Sarawak",3
"Africa","Senegal","Selangor",1203
"Africa","Seychelles","Johor",131
"Africa","Seychelles","Kedah",5
"Africa","Seychelles","Pulau Pinang",12
"Africa","Seychelles","Sabah",2
"Africa","Seychelles","Sarawak",20
"Africa","Seychelles","Selangor",1793
"Africa","Sierra Leone","Johor",46
"Africa","Sierra Leone","Kedah",1
"Africa","Sierra Leone","Perak",1
"Africa","Sierra Leone","Perlis",1
"Africa","Sierra Leone","Pulau Pinang",9
"Africa","Sierra Leone","Sabah",1
"Africa","Sierra Leone","Selangor",515
"Africa","Somalia","Johor",12
"Africa","Somalia","Kedah",5
"Africa","Somalia","Kelantan",1
"Africa","Somalia","Perlis",2
"Africa","Somalia","Sabah",2
"Africa","Somalia","Sarawak",1
"Africa","Somalia","Selangor",5852
"Africa","South Africa","Johor",6061
"Africa","South Africa","Kedah",1021
"Africa","South Africa","Kelantan",66
"Africa","South Africa","Melaka",9
"Africa","South Africa","Pahang",19
"Africa","South Africa","Perak",45
"Africa","South Africa","Perlis",265
"Africa","South Africa","Pulau Pinang",1093
"Africa","South Africa","Sabah",357
"Africa","South Africa","Sarawak",1878
"Africa","South Africa","Selangor",24353
"Africa","South Africa","Terengganu",3
"Africa","South Africa","W.P. Labuan",101
"Africa","South Sudan","Johor",16
"Africa","South Sudan","Kedah",1
"Africa","South Sudan","Sarawak",11
"Africa","South Sudan","Selangor",716
"Africa","South Sudan","W.P. Labuan",1
"Africa","Sudan","Johor",204
"Africa","Sudan","Kedah",16
"Africa","Sudan","Kelantan",4
"Africa","Sudan","Perlis",6
"Africa","Sudan","Pulau Pinang",20
"Africa","Sudan","Sabah",6
"Africa","Sudan","Sarawak",84
"Africa","Sudan","Selangor",23539
"Africa","Sudan","W.P. Labuan",6
"Africa","Swaziland","Johor",25
"Africa","Swaziland","Kedah",1
"Africa","Swaziland","Pulau Pinang",1
"Africa","Swaziland","Sabah",1
"Africa","Swaziland","Selangor",377
"Africa","Tanzania","Johor",444
"Africa","Tanzania","Kedah",16
"Africa","Tanzania","Perak",3
"Africa","Tanzania","Perlis",2
"Africa","Tanzania","Pulau Pinang",7
"Africa","Tanzania","Sabah",9
"Africa","Tanzania","Sarawak",46
"Africa","Tanzania","Selangor",4106
"Africa","Tanzania","W.P. Labuan",1
"Africa","Togo","Johor",38
"Africa","Togo","Perak",3
"Africa","Togo","Pulau Pinang",2
"Africa","Togo","Selangor",162
"Africa","Tunisia","Johor",264
"Africa","Tunisia","Kedah",93
"Africa","Tunisia","Kelantan",10
"Africa","Tunisia","Melaka",4
"Africa","Tunisia","Perak",2
"Africa","Tunisia","Perlis",10
"Africa","Tunisia","Pulau Pinang",87
"Africa","Tunisia","Sabah",23
"Africa","Tunisia","Sarawak",20
"Africa","Tunisia","Selangor",13832
"Africa","Tunisia","W.P. Labuan",2
"Africa","Uganda","Johor",353
"Africa","Uganda","Kedah",25
"Africa","Uganda","Perak",2
"Africa","Uganda","Perlis",12
"Africa","Uganda","Pulau Pinang",25
"Africa","Uganda","Sabah",8
"Africa","Uganda","Sarawak",6
"Africa","Uganda","Selangor",2294
"Africa","Zambia","Johor",87
"Africa","Zambia","Kedah",9
"Africa","Zambia","Perak",2
"Africa","Zambia","Perlis",1
"Africa","Zambia","Pulau Pinang",16
"Africa","Zambia","Sabah",3
"Africa","Zambia","Sarawak",14
"Africa","Zambia","Selangor",1614
"Africa","Zimbabwe","Johor",276
"Africa","Zimbabwe","Kedah",19
"Africa","Zimbabwe","Kelantan",4
"Africa","Zimbabwe","Perak",1
"Africa","Zimbabwe","Perlis",9
"Africa","Zimbabwe","Pulau Pinang",43
"Africa","Zimbabwe","Sabah",13
"Africa","Zimbabwe","Sarawak",15
"Africa","Zimbabwe","Selangor",3254
"Antarctica","Antarctica","Selangor",5
"Antarctica","Bouvet Island","Selangor",1
"Antarctica","Heard Island and McDonald Islands","Johor",1
"Antarctica","South Georgia and the South Sandwich Islands","Johor",1
"Antarctica","South Georgia and the South Sandwich Islands","Sabah",1
"Antarctica","South Georgia and the South Sandwich Islands","Selangor",5
"Asia","Afghanistan","Johor",24
"Asia","Afghanistan","Kedah",8
"Asia","Afghanistan","Perlis",4
"Asia","Afghanistan","Pulau Pinang",2
"Asia","Afghanistan","Sarawak",8
"Asia","Afghanistan","Selangor",2371
"Asia","Armenia","Johor",132
"Asia","Armenia","Kedah",38
"Asia","Armenia","Kelantan",2
"Asia","Armenia","Perak",2
"Asia","Armenia","Perlis",1
"Asia","Armenia","Pulau Pinang",33
"Asia","Armenia","Sabah",8
"Asia","Armenia","Sarawak",2
"Asia","Armenia","Selangor",1331
"Asia","Azerbaijan","Johor",111
"Asia","Azerbaijan","Kedah",63
"Asia","Azerbaijan","Kelantan",2
"Asia","Azerbaijan","Melaka",2
"Asia","Azerbaijan","Perlis",1
"Asia","Azerbaijan","Pulau Pinang",12
"Asia","Azerbaijan","Sabah",8
"Asia","Azerbaijan","Sarawak",31
"Asia","Azerbaijan","Selangor",2476
"Asia","Azerbaijan","W.P. Labuan",16
"Asia","Bahrain","Johor",351
"Asia","Bahrain","Kedah",39
"Asia","Bahrain","Kelantan",5
"Asia","Bahrain","Perlis",14
"Asia","Bahrain","Pulau Pinang",45
"Asia","Bahrain","Sabah",3
"Asia","Bahrain","Sarawak",19
"Asia","Bahrain","Selangor",4275
"Asia","Bangladesh","Johor",61377
"Asia","Bangladesh","Kedah",1414
"Asia","Bangladesh","Kelantan",30
"Asia","Bangladesh","Melaka",18
"Asia","Bangladesh","Negeri Sembilan",1
"Asia","Bangladesh","Pahang",8
"Asia","Bangladesh","Perak",58
"Asia","Bangladesh","Perlis",79
"Asia","Bangladesh","Pulau Pinang",7469
"Asia","Bangladesh","Sabah",84
"Asia","Bangladesh","Sarawak",1162
"Asia","Bangladesh","Selangor",868562
"Asia","Bangladesh","W.P. Labuan",158
"Asia","Bhutan","Johor",152
"Asia","Bhutan","Kedah",11
"Asia","Bhutan","Perak",1
"Asia","Bhutan","Perlis",5
"Asia","Bhutan","Pulau Pinang",51
"Asia","Bhutan","Sabah",3
"Asia","Bhutan","Sarawak",3
"Asia","Bhutan","Selangor",932
"Asia","British Indian Ocean Territory","Pulau Pinang",3
"Asia","British Indian Ocean Territory","Selangor",4
"Asia","Brunei","Johor",10175
"Asia","Brunei","Kedah",516
"Asia","Brunei","Kelantan",168
"Asia","Brunei","Melaka",20
"Asia","Brunei","Pahang",1
"Asia","Brunei","Perak",69
"Asia","Brunei","Perlis",497
"Asia","Brunei","Pulau Pinang",314
"Asia","Brunei","Sabah",17284
"Asia","Brunei","Sarawak",1543470
"Asia","Brunei","Selangor",105371
"Asia","Brunei","W.P. Labuan",25581
"Asia","Cambodia","Johor",44431
"Asia","Cambodia","Kedah",5210
"Asia","Cambodia","Kelantan",13330
"Asia","Cambodia","Melaka",20
"Asia","Cambodia","Negeri Sembilan",2
"Asia","Cambodia","Pahang",1
"Asia","Cambodia","Perak",258
"Asia","Cambodia","Perlis",15485
"Asia","Cambodia","Pulau Pinang",784
"Asia","Cambodia","Sabah",38
"Asia","Cambodia","Sarawak",198
"Asia","Cambodia","Selangor",87328
"Asia","Cambodia","W.P. Labuan",3
"Asia","China","Johor",750855
"Asia","China","Kedah",21959
"Asia","China","Kelantan",191
"Asia","China","Melaka",44
"Asia","China","Negeri Sembilan",5
"Asia","China","Pahang",484
"Asia","China","Perak",4548
"Asia","China","Perlis",2035
"Asia","China","Pulau Pinang",113103
"Asia","China","Sabah",82597
"Asia","China","Sarawak",17060
"Asia","China","Selangor",1372726
"Asia","China","Terengganu",1
"Asia","China","W.P. Labuan",790
"Asia","Cocos (Keeling) Islands","Selangor",2
"Asia","Cyprus","Johor",239
"Asia","Cyprus","Kedah",47
"Asia","Cyprus","Perak",2
"Asia","Cyprus","Perlis",3
"Asia","Cyprus","Pulau Pinang",47
"Asia","Cyprus","Sabah",18
"Asia","Cyprus","Sarawak",21
"Asia","Cyprus","Selangor",1411
"Asia","Georgia","Johor",167
"Asia","Georgia","Kedah",51
"Asia","Georgia","Melaka",1
"Asia","Georgia","Perak",1
"Asia","Georgia","Perlis",15
"Asia","Georgia","Pulau Pinang",27
"Asia","Georgia","Sabah",5
"Asia","Georgia","Sarawak",2
"Asia","Georgia","Selangor",1160
"Asia","Hong Kong","Johor",100
"Asia","Hong Kong","Kedah",60
"Asia","Hong Kong","Kelantan",1
"Asia","Hong Kong","Pahang",38
"Asia","Hong Kong","Perak",808
"Asia","Hong Kong","Perlis",48
"Asia","Hong Kong","Pulau Pinang",399
"Asia","Hong Kong","Sabah",6957
"Asia","Hong Kong","Sarawak",433
"Asia","Hong Kong","Selangor",3153
"Asia","Hong Kong","Terengganu",1
"Asia","India","Johor",439022
"Asia","India","Kedah",20882
"Asia","India","Kelantan",125
"Asia","India","Melaka",88
"Asia","India","Negeri Sembilan",8
"Asia","India","Pahang",182
"Asia","India","Perak",8085
"Asia","India","Perlis",1078
"Asia","India","Pulau Pinang",21392
"Asia","India","Sabah",3925
"Asia","India","Sarawak",22696
"Asia","India","Selangor",1100311
"Asia","India","Terengganu",4
"Asia","India","W.P. Labuan",1192
"Asia","Indonesia","Johor",2178023
"Asia","Indonesia","Kedah",89195
"Asia","Indonesia","Kelantan",3135
"Asia","Indonesia","Melaka",115023
"Asia","Indonesia","Negeri Sembilan",143850
"Asia","Indonesia","Pahang",395
"Asia","Indonesia","Perak",4243
"Asia","Indonesia","Perlis",10285
"Asia","Indonesia","Pulau Pinang",676902
"Asia","Indonesia","Sabah",101631
"Asia","Indonesia","Sarawak",764901
"Asia","Indonesia","Selangor",2200225
"Asia","Indonesia","Terengganu",25
"Asia","Indonesia","W.P. Labuan",1305
"Asia","Iran","Johor",4535
"Asia","Iran","Kedah",211
"Asia","Iran","Kelantan",3
"Asia","Iran","Perak",3
"Asia","Iran","Perlis",83
"Asia","Iran","Pulau Pinang",145
"Asia","Iran","Sabah",51
"Asia","Iran","Sarawak",107
"Asia","Iran","Selangor",39203
"Asia","Iran","W.P. Labuan",1
"Asia","Iraq","Johor",688
"Asia","Iraq","Kedah",42
"Asia","Iraq","Kelantan",1
"Asia","Iraq","Melaka",4
"Asia","Iraq","Pahang",1
"Asia","Iraq","Perak",1
"Asia","Iraq","Perlis",3
"Asia","Iraq","Pulau Pinang",60
"Asia","Iraq","Sabah",7
"Asia","Iraq","Sarawak",25
"Asia","Iraq","Selangor",24775
"Asia","Israel","Pulau Pinang",9
"Asia","Japan","Johor",127043
"Asia","Japan","Kedah",6211
"Asia","Japan","Kelantan",193
"Asia","Japan","Melaka",31
"Asia","Japan","Negeri Sembilan",3
"Asia","Japan","Pahang",166
"Asia","Japan","Perak",1117
"Asia","Japan","Perlis",1432
"Asia","Japan","Pulau Pinang",26446
"Asia","Japan","Sabah",7290
"Asia","Japan","Sarawak",4007
"Asia","Japan","Selangor",382471
"Asia","Japan","W.P. Labuan",249
"Asia","Jordan","Johor",421
"Asia","Jordan","Kedah",175
"Asia","Jordan","Kelantan",4
"Asia","Jordan","Melaka",1
"Asia","Jordan","Pahang",1
"Asia","Jordan","Perak",1
"Asia","Jordan","Perlis",19
"Asia","Jordan","Pulau Pinang",198
"Asia","Jordan","Sabah",30
"Asia","Jordan","Sarawak",26
"Asia","Jordan","Selangor",18133
"Asia","Jordan","W.P. Labuan",1
"Asia","Kazakhstan","Johor",1050
"Asia","Kazakhstan","Kedah",828
"Asia","Kazakhstan","Kelantan",43
"Asia","Kazakhstan","Melaka",1
"Asia","Kazakhstan","Perak",3
"Asia","Kazakhstan","Perlis",105
"Asia","Kazakhstan","Pulau Pinang",155
"Asia","Kazakhstan","Sabah",66
"Asia","Kazakhstan","Sarawak",93
"Asia","Kazakhstan","Selangor",19649
"Asia","Kazakhstan","W.P. Labuan",5
"Asia","Kuwait","Johor",1188
"Asia","Kuwait","Kedah",226
"Asia","Kuwait","Kelantan",7
"Asia","Kuwait","Perak",2
"Asia","Kuwait","Perlis",8
"Asia","Kuwait","Pulau Pinang",180
"Asia","Kuwait","Sabah",4
"Asia","Kuwait","Sarawak",24
"Asia","Kuwait","Selangor",17401
"Asia","Kuwait","W.P. Labuan",1
"Asia","Kyrgyz Republic","Johor",499
"Asia","Kyrgyz Republic","Kedah",92
"Asia","Kyrgyz Republic","Kelantan",5
"Asia","Kyrgyz Republic","Perak",1
"Asia","Kyrgyz Republic","Perlis",9
"Asia","Kyrgyz Republic","Pulau Pinang",47
"Asia","Kyrgyz Republic","Sabah",12
"Asia","Kyrgyz Republic","Sarawak",3
"Asia","Kyrgyz Republic","Selangor",5194
"Asia","Lao","Johor",3291
"Asia","Lao","Kedah",17421
"Asia","Lao","Kelantan",4511
"Asia","Lao","Melaka",1
"Asia","Lao","Perak",453
"Asia","Lao","Perlis",7058
"Asia","Lao","Pulau Pinang",404
"Asia","Lao","Sabah",44
"Asia","Lao","Sarawak",190
"Asia","Lao","Selangor",7351
"Asia","Lao","W.P. Labuan",1
"Asia","Lebanon","Johor",353
"Asia","Lebanon","Kedah",60
"Asia","Lebanon","Kelantan",1
"Asia","Lebanon","Pahang",1
"Asia","Lebanon","Perak",2
"Asia","Lebanon","Perlis",1
"Asia","Lebanon","Pulau Pinang",69
"Asia","Lebanon","Sabah",16
"Asia","Lebanon","Sarawak",38
"Asia","Lebanon","Selangor",5420
"Asia","Lebanon","W.P. Labuan",1
"Asia","Macao","Johor",7
"Asia","Macao","Pahang",2
"Asia","Macao","Perak",27
"Asia","Macao","Selangor",62
"Asia","Macao","W.P. Labuan",1
"Asia","Maldives","Johor",3605
"Asia","Maldives","Kedah",153
"Asia","Maldives","Kelantan",5
"Asia","Maldives","Perak",12
"Asia","Maldives","Perlis",17
"Asia","Maldives","Pulau Pinang",121
"Asia","Maldives","Sabah",30
"Asia","Maldives","Sarawak",39
"Asia","Maldives","Selangor",55545
"Asia","Mongolia","Johor",3473
"Asia","Mongolia","Kedah",191
"Asia","Mongolia","Kelantan",10
"Asia","Mongolia","Perak",8
"Asia","Mongolia","Perlis",95
"Asia","Mongolia","Pulau Pinang",209
"Asia","Mongolia","Sabah",127
"Asia","Mongolia","Sarawak",14
"Asia","Mongolia","Selangor",7173
"Asia","Myanmar","Johor",100167
"Asia","Myanmar","Kedah",1196
"Asia","Myanmar","Kelantan",46
"Asia","Myanmar","Negeri Sembilan",2
"Asia","Myanmar","Pahang",48
"Asia","Myanmar","Perak",463
"Asia","Myanmar","Perlis",118
"Asia","Myanmar","Pulau Pinang",5430
"Asia","Myanmar","Sabah",317
"Asia","Myanmar","Sarawak",1480
"Asia","Myanmar","Selangor",160802
"Asia","Myanmar","Terengganu",1
"Asia","Myanmar","W.P. Labuan",19
"Asia","Nepal","Johor",15164
"Asia","Nepal","Kedah",223
"Asia","Nepal","Pahang",2
"Asia","Nepal","Perak",4
"Asia","Nepal","Perlis",15
"Asia","Nepal","Pulau Pinang",635
"Asia","Nepal","Sabah",163
"Asia","Nepal","Sarawak",4349
"Asia","Nepal","Selangor",358512
"Asia","Nepal","W.P. Labuan",1167
"Asia","North Korea","Selangor",9
"Asia","Oman","Johor",1375
"Asia","Oman","Kedah",117
"Asia","Oman","Kelantan",8
"Asia","Oman","Melaka",1
"Asia","Oman","Perak",14
"Asia","Oman","Perlis",28
"Asia","Oman","Pulau Pinang",221
"Asia","Oman","Sabah",17
"Asia","Oman","Sarawak",246
"Asia","Oman","Selangor",28257
"Asia","Oman","W.P. Labuan",1
"Asia","Pakistan","Johor",18299
"Asia","Pakistan","Kedah",2201
"Asia","Pakistan","Kelantan",251
"Asia","Pakistan","Melaka",6
"Asia","Pakistan","Negeri Sembilan",5
"Asia","Pakistan","Pahang",9
"Asia","Pakistan","Perak",533
"Asia","Pakistan","Perlis",475
"Asia","Pakistan","Pulau Pinang",1572
"Asia","Pakistan","Sabah",308
"Asia","Pakistan","Sarawak",3081
"Asia","Pakistan","Selangor",260994
"Asia","Pakistan","W.P. Labuan",92
"Asia","Palestine","Johor",322
"Asia","Palestine","Kedah",31
"Asia","Palestine","Kelantan",7
"Asia","Palestine","Melaka",3
"Asia","Palestine","Perak",5
"Asia","Palestine","Perlis",3
"Asia","Palestine","Pulau Pinang",27
"Asia","Palestine","Sabah",9
"Asia","Palestine","Sarawak",45
"Asia","Palestine","Selangor",7817
"Asia","Philippines","Johor",415851
"Asia","Philippines","Kedah",11067
"Asia","Philippines","Kelantan",571
"Asia","Philippines","Melaka",14
"Asia","Philippines","Negeri Sembilan",8
"Asia","Philippines","Pahang",363
"Asia","Philippines","Perak",1355
"Asia","Philippines","Perlis",3182
"Asia","Philippines","Pulau Pinang",11762
"Asia","Philippines","Sabah",26515
"Asia","Philippines","Sarawak",43709
"Asia","Philippines","Selangor",333103
"Asia","Philippines","Terengganu",6
"Asia","Philippines","W.P. Labuan",2288
"Asia","Qatar","Johor",402
"Asia","Qatar","Kedah",33
"Asia","Qatar","Perlis",4
"Asia","Qatar","Pulau Pinang",44
"Asia","Qatar","Sabah",1
"Asia","Qatar","Sarawak",20
"Asia","Qatar","Selangor",3877
"Asia","Saudi Arabia","Johor",4099
"Asia","Saudi Arabia","Kedah",824
"Asia","Saudi Arabia","Kelantan",136
"Asia","Saudi Arabia","Melaka",2
"Asia","Saudi Arabia","Perak",40
"Asia","Saudi Arabia","Perlis",122
"Asia","Saudi Arabia","Pulau Pinang",828
"Asia","Saudi Arabia","Sabah",57
"Asia","Saudi Arabia","Sarawak",253
"Asia","Saudi Arabia","Selangor",115092
"Asia","Saudi Arabia","W.P. Labuan",3
"Asia","Singapore","Johor",24383136
"Asia","Singapore","Kedah",93384
"Asia","Singapore","Kelantan",1975
"Asia","Singapore","Melaka",420
"Asia","Singapore","Negeri Sembilan",96
"Asia","Singapore","Pahang",8225
"Asia","Singapore","Perak",120463
"Asia","Singapore","Perlis",5333
"Asia","Singapore","Pulau Pinang",365199
"Asia","Singapore","Sabah",55080
"Asia","Singapore","Sarawak",86016
"Asia","Singapore","Selangor",950631
"Asia","Singapore","Terengganu",15
"Asia","Singapore","W.P. Labuan",283
"Asia","South Korea","Johor",234362
"Asia","South Korea","Kedah",4848
"Asia","South Korea","Kelantan",50
"Asia","South Korea","Melaka",55
"Asia","South Korea","Negeri Sembilan",12
"Asia","South Korea","Pahang",74
"Asia","South Korea","Perak",437
"Asia","South Korea","Perlis",1548
"Asia","South Korea","Pulau Pinang",10509
"Asia","South Korea","Sabah",228548
"Asia","South Korea","Sarawak",5086
"Asia","South Korea","Selangor",292622
"Asia","South Korea","Terengganu",1
"Asia","South Korea","W.P. Labuan",159
"Asia","Sri Lanka","Johor",23236
"Asia","Sri Lanka","Kedah",753
"Asia","Sri Lanka","Kelantan",10
"Asia","Sri Lanka","Melaka",3
"Asia","Sri Lanka","Pahang",3
"Asia","Sri Lanka","Perak",85
"Asia","Sri Lanka","Perlis",30
"Asia","Sri Lanka","Pulau Pinang",734
"Asia","Sri Lanka","Sabah",158
"Asia","Sri Lanka","Sarawak",501
"Asia","Sri Lanka","Selangor",81992
"Asia","Sri Lanka","W.P. Labuan",17
"Asia","Syrian Arab Republic","Johor",286
"Asia","Syrian Arab Republic","Kedah",33
